Unnamed: 0.1,날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도루,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
20,2020-08-26,1,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0.228,0.351,0.367,0.718,13,0.88,1.08,0.01
21,2020-08-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.217,0.337,0.349,0.686,12,0.69,-0.97,-0.069
22,2020-08-29,1,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0.227,0.34,0.352,0.692,18,0.89,0.53,0.001
23,2020-08-30,0,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0.228,0.336,0.359,0.695,22,0.51,0.54,0.026
24,2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.221,0.327,0.347,0.675,12,0.56,-0.56,-0.042
25,2020-09-03,1,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.232,0.339,0.354,0.693,19,1.23,0.84,-0.018
26,2020-09-04,1,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0.245,0.353,0.363,0.716,16,0.99,1.14,0.102
27,2020-09-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.238,0.35,0.352,0.702,13,1.26,-0.5,-0.054
28,2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.229,0.339,0.339,0.678,15,0.6,-0.79,-0.058
29,2020-09-08,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0.23,0.333,0.336,0.67,20,1.42,-0.4,-0.096
30,2020-09-09,2,2,1,0,1,6,1,0,0,0,0,0,0,1,0,0,0.237,0.336,0.373,0.709,14,1.58,0.43,0.123
31,2020-09-09,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.228,0.324,0.358,0.682,19,0.46,-1.53,-0.048
32,2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.226,0.322,0.355,0.677,3,0.75,-0.32,-0.019
33,2020-09-11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.227,0.32,0.352,0.671,16,1.16,0.29,0.052
34,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.22,0.311,0.341,0.652,16,0.72,-0.73,-0.074
35,2020-09-13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.215,0.31,0.333,0.643,16,0.94,-0.49,-0.043
36,2020-09-15,1,1,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0.217,0.319,0.333,0.652,25,1.48,1.08,0.17
37,2020-09-16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.214,0.323,0.329,0.652,16,0.21,0.17,0.011
38,2020-09-17,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.215,0.321,0.326,0.648,16,1.07,0.39,0.068
39,2020-09-18,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.216,0.32,0.324,0.644,14,0.64,-0.56,-0.039
40,2020-09-19,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.217,0.318,0.322,0.641,21,0.54,-0.42,-0.051
41,2020-09-20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.213,0.311,0.316,0.627,20,1.67,-0.95,-0.034
42,2020-09-22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.208,0.304,0.308,0.613,16,0.71,-1.13,-0.056
43,2020-09-23,1,1,0,0,1,4,4,0,0,0,0,0,1,0,0,0,0.209,0.303,0.325,0.628,17,0.7,1.37,0.14
44,2020-09-24,2,3,1,0,1,7,1,0,0,1,0,0,0,0,0,0,0.222,0.316,0.359,0.675,17,0.65,1.68,0.175
45,2020-09-25,1,2,1,0,1,6,1,0,0,1,0,0,0,0,0,0,0.228,0.323,0.386,0.709,16,1.29,0.63,0.079
46,2020-09-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.223,0.317,0.377,0.694,17,0.53,-1.19,-0.058
47,2020-09-27,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.219,0.316,0.371,0.686,20,0.6,0.43,0.036
48,2020-09-29,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0.22,0.314,0.368,0.682,14,0.7,-0.38,-0.04
49,2020-09-30,1,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0.225,0.316,0.369,0.685,18,0.43,0.07,-0.012
